,AreaCode,Keyword,State,City,Impression Share (IS),Clicks,# Call Conversions,# Invoiced,# of Payments,$ Ad Cost,$ Invoiced,$ Received,Latitude,Longitude,CPC,$ Revenue / $ Ad Cost,$ Paid / $ Invoiced
131,512,structural calculations,Texas,Austin,100.0,1.0,0.0,0.0,0.0,9.09,0.0,0.0,30.230506,-97.714185,9.09,0.0,0.0
132,512,structural contractors,Texas,Austin,55.0,1.0,0.0,1.0,1.0,7.81,400.0,400.0,30.304274,-97.685715,7.81,51.216389244558265,1.0
133,512,structural design,Texas,Elgin,81.328,9.0,1.0,2.0,1.0,95.71999999999998,800.0,400.0,30.352173800000003,-97.67641039999998,10.635555555555554,4.1788549937317185,0.5
134,512,structural design engineer,Texas,Kyle,89.33333333333333,3.0,0.0,3.0,0.0,27.32,1350.0,0.0,30.274441333333332,-97.76027266666665,9.106666666666667,0.0,0.0
135,512,structural engineer,Texas,Kempner,89.0521052631579,359.0,33.92,43.0,12.0,3642.679999999999,20650.0,5600.0,30.392590499999994,-97.80531371052629,10.146740947075205,1.5373296583833884,0.2711864406779661
136,512,structural engineer inspection,Texas,Round-Rock,100.0,2.0,0.0,2.0,1.0,25.04,900.0,500.0,30.447478500000003,-97.6890865,12.52,19.968051118210862,0.5555555555555556
137,512,structural engineer near me,Texas,Lampasas,96.5,12.0,1.75,8.0,2.0,117.94,5500.0,1050.0,30.444445375,-97.886323,9.828333333333333,8.902831948448364,0.19090909090909092
138,512,structural engineering firms,Texas,Austin,98.0,2.0,1.0,1.0,0.0,18.18,400.0,0.0,30.236376500000002,-97.8135895,9.09,0.0,0.0
139,512,structural firm,Texas,Cedar-Park,91.0,2.0,0.0,1.0,0.0,21.8,300.0,0.0,30.4277435,-97.7783855,10.9,0.0,0.0
140,512,structural home inspection,Texas,Austin,100.0,1.0,0.0,3.0,0.0,9.51,1200.0,0.0,30.206851,-97.797384,9.51,0.0,0.0
141,512,structural inspection,Texas,Austin,94.0,6.0,0.0,4.0,0.0,56.51,1600.0,0.0,30.2774965,-97.76392083333333,9.418333333333333,0.0,0.0
142,512,top structural engineering firms,Texas,Austin,100.0,1.0,0.0,0.0,0.0,12.36,0.0,0.0,30.294333,-97.738517,12.36,0.0,0.0
143,817,best structural engineer,Texas,Hurst,100.0,2.0,0.33,1.0,0.0,25.36,450.0,0.0,32.807187,-97.4848605,12.68,0.0,0.0
144,817,foundation cracks,Texas,Bedford,72.055,6.0,0.0,1.0,0.0,76.23,400.0,0.0,32.816009,-97.25353925,12.705,0.0,0.0
145,817,foundation engineer inspection,Texas,Fort-Worth,95.25,11.0,0.0,2.0,2.0,124.59000000000002,800.0,800.0,32.66640125000001,-97.412226625,11.326363636363638,6.4210610803435255,1.0
146,817,foundation engineering,Texas,Bedford,94.598,30.0,6.0,3.0,2.0,332.68,1200.0,800.0,32.5547114,-97.33098746666666,11.089333333333334,2.4047132379463747,0.6666666666666666
147,817,foundation structural engineer,Texas,Fort-Worth,55.0,1.0,0.0,0.0,0.0,12.93,0.0,0.0,32.742058,-97.38173,12.93,0.0,0.0
148,817,home inspection,Texas,Arlington,66.20714285714286,10.0,0.0,0.0,0.0,109.74,0.0,0.0,32.74353542857143,-97.31420828571429,10.974,0.0,0.0
149,817,home inspection class,Texas,Arlington,93.57,2.0,0.0,0.0,0.0,38.650000000000006,0.0,0.0,32.58412,-97.227688,19.325000000000003,0.0,0.0
150,817,home inspection company,Texas,Fort-Worth,100.0,1.0,0.0,0.0,0.0,6.86,0.0,0.0,32.859685,-97.291523,6.86,0.0,0.0
151,817,home inspection engineers,Texas,Weatherford,100.0,2.0,0.0,3.0,2.0,23.18,1200.0,800.0,32.784405,-97.49514350000001,11.59,34.51251078515962,0.6666666666666666
152,817,home inspector,Texas,Mansfield,72.7,10.0,1.0,0.0,0.0,115.43,0.0,0.0,32.749751624999995,-97.42146599999998,11.543000000000001,0.0,0.0
153,817,home structural engineer,Texas,Arlington,100.0,2.0,0.0,1.0,0.0,15.42,450.0,0.0,32.8221705,-97.1392755,7.71,0.0,0.0
154,817,house inspection,Texas,Colleyville,93.3325,4.0,0.0,0.0,0.0,26.580000000000002,0.0,0.0,32.873293249999996,-97.35036124999999,6.6450000000000005,0.0,0.0
155,817,how do i get a home inspection,Texas,North-Richland-Hills,100.0,1.0,0.0,0.0,0.0,6.98,0.0,0.0,32.886201,-97.20773100000001,6.98,0.0,0.0
156,817,licensed structural engineer,Texas,Belton,100.0,1.0,0.0,0.0,0.0,7.71,0.0,0.0,31.051688000000002,-97.499909,7.71,0.0,0.0
157,817,local structural engineer near me,Texas,Fort-Worth,100.0,1.0,0.0,0.0,0.0,8.93,0.0,0.0,32.667539,-97.41680600000001,8.93,0.0,0.0
158,817,professional structural engineer,Texas,Keller,100.0,1.0,0.0,0.0,0.0,12.97,0.0,0.0,32.924005,-97.225146,12.97,0.0,0.0
159,817,resident engineer,Texas,Hurst,88.75,4.0,0.0,1.0,0.0,47.96,450.0,0.0,32.800734,-97.280183,11.99,0.0,0.0
160,817,residential construction engineer,Texas,Azle,100.0,2.0,0.0,2.0,1.0,10.69,1050.0,500.0,32.237459,-97.3441565,5.345,46.77268475210477,0.47619047619047616
